"Year","Quarter","Month","DayofMonth","DayOfWeek","FlightDate","Reporting_Airline","DOT_ID_Reporting_Airline","IATA_CODE_Reporting_Airline","Tail_Number","Flight_Number_Reporting_Airline","OriginAirportID","OriginAirportSeqID","OriginCityMarketID","Origin","OriginCityName","OriginState","OriginStateFips","OriginStateName","OriginWac","DestAirportID","DestAirportSeqID","DestCityMarketID","Dest","DestCityName","DestState","DestStateFips","DestStateName","DestWac","CRSDepTime","DepTime","DepDelay","DepDelayMinutes","DepDel15","DepartureDelayGroups","DepTimeBlk","TaxiOut","WheelsOff","WheelsOn","TaxiIn","CRSArrTime","ArrTime","ArrDelay","ArrDelayMinutes","ArrDel15","ArrivalDelayGroups","ArrTimeBlk","Cancelled","CancellationCode","Diverted","CRSElapsedTime","ActualElapsedTime","AirTime","Flights","Distance","DistanceGroup","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","FirstDepTime","TotalAddGTime","LongestAddGTime","DivAirportLandings","DivReachedDest","DivActualElapsedTime","DivArrDelay","DivDistance","Div1Airport","Div1AirportID","Div1AirportSeqID","Div1WheelsOn","Div1TotalGTime","Div1LongestGTime","Div1WheelsOff","Div1TailNum","Div2Airport","Div2AirportID","Div2AirportSeqID","Div2WheelsOn","Div2TotalGTime","Div2LongestGTime","Div2WheelsOff","Div2TailNum","Div3Airport","Div3AirportID","Div3AirportSeqID","Div3WheelsOn","Div3TotalGTime","Div3LongestGTime","Div3WheelsOff","Div3TailNum","Div4Airport","Div4AirportID","Div4AirportSeqID","Div4WheelsOn","Div4TotalGTime","Div4LongestGTime","Div4WheelsOff","Div4TailNum","Div5Airport","Div5AirportID","Div5AirportSeqID","Div5WheelsOn","Div5TotalGTime","Div5LongestGTime","Div5WheelsOff","Div5TailNum",
2020,2,4,25,6,2020-04-25,"G4",20368,"G4","316NV","2386",14761,1476107,34761,"SFB","Sanford, FL","FL","12","Florida",33,14259,1425902,34259,"PSM","Portsmouth, NH","NH","33","New Hampshire",14,"1618","1611",-7.00,0.00,0.00,-1,"1600-1659",10.00,"1621","1839",35.00,"1907","1914",7.00,7.00,0.00,0,"1900-1959",0.00,"",0.00,169.00,183.00,138.00,1.00,1144.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,1,3,2020-04-01,"G4",20368,"G4","","2006",14986,1498603,34986,"SRQ","Sarasota/Bradenton, FL","FL","12","Florida",33,13230,1323002,32070,"MDT","Harrisburg, PA","PA","42","Pennsylvania",23,"0601","",,,,,"0600-0659",,"","",,"0825","",,,,,"0800-0859",1.00,"D",0.00,144.00,,,1.00,942.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,8,3,2020-04-08,"G4",20368,"G4","236NV","1303",11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,14082,1408202,34082,"PGD","Punta Gorda, FL","FL","12","Florida",33,"1145","1217",32.00,32.00,1.00,2,"1100-1159",9.00,"1226","1411",4.00,"1354","1415",21.00,21.00,1.00,1,"1300-1359",0.00,"",0.00,129.00,118.00,105.00,1.00,850.00,4,21.00,0.00,0.00,0.00,0.00,"1129",19.00,19.00,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,20,1,2020-04-20,"G4",20368,"G4","","2423",14986,1498603,34986,"SRQ","Sarasota/Bradenton, FL","FL","12","Florida",33,11986,1198603,31986,"GRR","Grand Rapids, MI","MI","26","Michigan",43,"1653","",,,,,"1600-1659",,"","",,"1922","",,,,,"1900-1959",1.00,"D",0.00,149.00,,,1.00,1080.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,23,4,2020-04-23,"G4",20368,"G4","","599",10466,1046602,30466,"AZA","Phoenix, AZ","AZ","04","Arizona",81,14314,1431402,34314,"PVU","Provo, UT","UT","49","Utah",87,"0620","",,,,,"0600-0659",,"","",,"0850","",,,,,"0800-0859",1.00,"D",0.00,90.00,,,1.00,477.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,23,4,2020-04-23,"G4",20368,"G4","","1904",10821,1082106,30852,"BWI","Baltimore, MD","MD","24","Maryland",35,15624,1562404,31504,"VPS","Valparaiso, FL","FL","12","Florida",33,"1617","",,,,,"1600-1659",,"","",,"1735","",,,,,"1700-1759",1.00,"D",0.00,138.00,,,1.00,819.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,2,4,2020-04-02,"G4",20368,"G4","","1431",14122,1412202,30198,"PIT","Pittsburgh, PA","PA","42","Pennsylvania",23,14986,1498603,34986,"SRQ","Sarasota/Bradenton, FL","FL","12","Florida",33,"1719","",,,,,"1700-1759",,"","",,"1940","",,,,,"1900-1959",1.00,"D",0.00,141.00,,,1.00,912.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,3,5,2020-04-03,"G4",20368,"G4","282NV","1884",12339,1233904,32337,"IND","Indianapolis, IN","IN","18","Indiana",42,11697,1169706,32467,"FLL","Fort Lauderdale, FL","FL","12","Florida",33,"0735","0800",25.00,25.00,1.00,1,"0700-0759",9.00,"0809","1115",7.00,"1009","1122",,,,,"1000-1059",0.00,"",1.00,154.00,,,1.00,1005.00,5,,,,,,"",,,1,1.00,202.00,73.00,0.00,"PGD",14082,1408202,"1001",12.00,8.00,"1051","282NV","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,5,7,2020-04-05,"G4",20368,"G4","","2265",14576,1457606,34576,"ROC","Rochester, NY","NY","36","New York",22,14761,1476107,34761,"SFB","Sanford, FL","FL","12","Florida",33,"0937","",,,,,"0900-0959",,"","",,"1215","",,,,,"1200-1259",1.00,"D",0.00,158.00,,,1.00,1009.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,17,5,2020-04-17,"G4",20368,"G4","","1412",10423,1042302,30423,"AUS","Austin, TX","TX","48","Texas",74,14122,1412202,30198,"PIT","Pittsburgh, PA","PA","42","Pennsylvania",23,"1905","",,,,,"1900-1959",,"","",,"2250","",,,,,"2200-2259",1.00,"D",0.00,165.00,,,1.00,1210.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,23,4,2020-04-23,"G4",20368,"G4","","419",15412,1541205,35412,"TYS","Knoxville, TN","TN","47","Tennessee",54,14761,1476107,34761,"SFB","Sanford, FL","FL","12","Florida",33,"1304","",,,,,"1300-1359",,"","",,"1433","",,,,,"1400-1459",1.00,"D",0.00,89.00,,,1.00,511.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,18,6,2020-04-18,"G4",20368,"G4","246NV","659",15008,1500803,32556,"STC","St. Cloud, MN","MN","27","Minnesota",63,10466,1046602,30466,"AZA","Phoenix, AZ","AZ","04","Arizona",81,"2032","2008",-24.00,0.00,0.00,-2,"2000-2059",7.00,"2015","2058",6.00,"2142","2104",-38.00,0.00,0.00,-2,"2100-2159",0.00,"",0.00,190.00,176.00,163.00,1.00,1259.00,6,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,3,5,2020-04-03,"G4",20368,"G4","","157",12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,14814,1481402,30476,"SHV","Shreveport, LA","LA","22","Louisiana",72,"0629","",,,,,"0600-0659",,"","",,"1122","",,,,,"1100-1159",1.00,"D",0.00,173.00,,,1.00,1243.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,5,7,2020-04-05,"G4",20368,"G4","","4",13256,1325602,33256,"MFE","Mission/McAllen/Edinburg, TX","TX","48","Texas",74,12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,"2049","",,,,,"2000-2059",,"","",,"2151","",,,,,"2100-2159",1.00,"D",0.00,182.00,,,1.00,1210.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,12,7,2020-04-12,"G4",20368,"G4","","854",14112,1411206,33195,"PIE","St. Petersburg, FL","FL","12","Florida",33,13244,1324402,33244,"MEM","Memphis, TN","TN","47","Tennessee",54,"1319","",,,,,"1300-1359",,"","",,"1420","",,,,,"1400-1459",1.00,"D",0.00,121.00,,,1.00,653.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,12,7,2020-04-12,"G4",20368,"G4","","2962",14986,1498603,34986,"SRQ","Sarasota/Bradenton, FL","FL","12","Florida",33,11721,1172105,31721,"FNT","Flint, MI","MI","26","Michigan",43,"0746","",,,,,"0700-0759",,"","",,"1026","",,,,,"1000-1059",1.00,"D",0.00,160.00,,,1.00,1075.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,3,5,2020-04-03,"G4",20368,"G4","","1661",14082,1408202,34082,"PGD","Punta Gorda, FL","FL","12","Florida",33,14952,1495203,34952,"SPI","Springfield, IL","IL","17","Illinois",41,"1756","",,,,,"1700-1759",,"","",,"1929","",,,,,"1900-1959",1.00,"D",0.00,153.00,,,1.00,994.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,3,5,2020-04-03,"G4",20368,"G4","219NV","2966",14986,1498603,34986,"SRQ","Sarasota/Bradenton, FL","FL","12","Florida",33,14696,1469608,34696,"SBN","South Bend, IN","IN","18","Indiana",42,"0731","0706",-25.00,0.00,0.00,-2,"0700-0759",9.00,"0715","0933",5.00,"1003","0938",-25.00,0.00,0.00,-2,"1000-1059",0.00,"",0.00,152.00,152.00,138.00,1.00,1009.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,3,5,2020-04-03,"G4",20368,"G4","","2319",14082,1408202,34082,"PGD","Punta Gorda, FL","FL","12","Florida",33,10431,1043105,30431,"AVL","Asheville, NC","NC","37","North Carolina",36,"1122","",,,,,"1100-1159",,"","",,"1300","",,,,,"1300-1359",1.00,"D",0.00,98.00,,,1.00,588.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,11,6,2020-04-11,"G4",20368,"G4","","1068",14082,1408202,34082,"PGD","Punta Gorda, FL","FL","12","Florida",33,10693,1069302,30693,"BNA","Nashville, TN","TN","47","Tennessee",54,"2101","",,,,,"2100-2159",,"","",,"2159","",,,,,"2100-2159",1.00,"D",0.00,118.00,,,1.00,692.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,14,2,2020-04-14,"G4",20368,"G4","","1615",14082,1408202,34082,"PGD","Punta Gorda, FL","FL","12","Florida",33,14307,1430705,30721,"PVD","Providence, RI","RI","44","Rhode Island",15,"0900","",,,,,"0900-0959",,"","",,"1142","",,,,,"1100-1159",1.00,"D",0.00,162.00,,,1.00,1184.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,10,5,2020-04-10,"G4",20368,"G4","","2332",11042,1104205,30647,"CLE","Cleveland, OH","OH","39","Ohio",44,14761,1476107,34761,"SFB","Sanford, FL","FL","12","Florida",33,"2004","",,,,,"2000-2059",,"","",,"2218","",,,,,"2200-2259",1.00,"D",0.00,134.00,,,1.00,872.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,23,4,2020-04-23,"G4",20368,"G4","","1689",14082,1408202,34082,"PGD","Punta Gorda, FL","FL","12","Florida",33,12265,1226505,32265,"IAG","Niagara Falls, NY","NY","36","New York",22,"1416","",,,,,"1400-1459",,"","",,"1706","",,,,,"1700-1759",1.00,"D",0.00,170.00,,,1.00,1129.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,30,4,2020-04-30,"G4",20368,"G4","","1032",10693,1069302,30693,"BNA","Nashville, TN","TN","47","Tennessee",54,14524,1452401,34524,"RIC","Richmond, VA","VA","51","Virginia",38,"1936","",,,,,"1900-1959",,"","",,"2210","",,,,,"2200-2259",1.00,"D",0.00,94.00,,,1.00,527.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,6,1,2020-04-06,"G4",20368,"G4","","2168",13983,1398305,33983,"OWB","Owensboro, KY","KY","21","Kentucky",52,14761,1476107,34761,"SFB","Sanford, FL","FL","12","Florida",33,"2040","",,,,,"2000-2059",,"","",,"2326","",,,,,"2300-2359",1.00,"D",0.00,106.00,,,1.00,706.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,9,4,2020-04-09,"G4",20368,"G4","","1512",11042,1104205,30647,"CLE","Cleveland, OH","OH","39","Ohio",44,14082,1408202,34082,"PGD","Punta Gorda, FL","FL","12","Florida",33,"1112","",,,,,"1100-1159",,"","",,"1339","",,,,,"1300-1359",1.00,"D",0.00,147.00,,,1.00,999.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,9,4,2020-04-09,"G4",20368,"G4","","2353",15096,1509602,35096,"SYR","Syracuse, NY","NY","36","New York",22,14761,1476107,34761,"SFB","Sanford, FL","FL","12","Florida",33,"2107","",,,,,"2100-2159",,"","",,"2342","",,,,,"2300-2359",1.00,"D",0.00,155.00,,,1.00,1029.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,18,6,2020-04-18,"G4",20368,"G4","","886",15295,1529502,35165,"TOL","Toledo, OH","OH","39","Ohio",44,14112,1411206,33195,"PIE","St. Petersburg, FL","FL","12","Florida",33,"1615","",,,,,"1600-1659",,"","",,"1834","",,,,,"1800-1859",1.00,"D",0.00,139.00,,,1.00,945.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,22,3,2020-04-22,"G4",20368,"G4","","1313",10676,1067602,30676,"BLV","Belleville, IL","IL","17","Illinois",41,15624,1562404,31504,"VPS","Valparaiso, FL","FL","12","Florida",33,"1110","",,,,,"1100-1159",,"","",,"1251","",,,,,"1200-1259",1.00,"D",0.00,101.00,,,1.00,587.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,17,5,2020-04-17,"G4",20368,"G4","","2393",14761,1476107,34761,"SFB","Sanford, FL","FL","12","Florida",33,13244,1324402,33244,"MEM","Memphis, TN","TN","47","Tennessee",54,"0625","",,,,,"0600-0659",,"","",,"0727","",,,,,"0700-0759",1.00,"D",0.00,122.00,,,1.00,671.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,10,5,2020-04-10,"G4",20368,"G4","","18",10620,1062003,30620,"BIL","Billings, MT","MT","30","Montana",84,12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,"2159","",,,,,"2100-2159",,"","",,"2258","",,,,,"2200-2259",1.00,"D",0.00,119.00,,,1.00,754.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,13,1,2020-04-13,"G4",20368,"G4","","1323",11193,1119302,33105,"CVG","Cincinnati, OH","KY","21","Kentucky",52,11618,1161802,31703,"EWR","Newark, NJ","NJ","34","New Jersey",21,"0900","",,,,,"0900-0959",,"","",,"1100","",,,,,"1100-1159",1.00,"D",0.00,120.00,,,1.00,569.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,30,4,2020-04-30,"G4",20368,"G4","","401",15412,1541205,35412,"TYS","Knoxville, TN","TN","47","Tennessee",54,11618,1161802,31703,"EWR","Newark, NJ","NJ","34","New Jersey",21,"0700","",,,,,"0700-0759",,"","",,"0900","",,,,,"0900-0959",1.00,"D",0.00,120.00,,,1.00,631.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,2,4,2020-04-02,"G4",20368,"G4","","67",13256,1325602,33256,"MFE","Mission/McAllen/Edinburg, TX","TX","48","Texas",74,12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,"1540","",,,,,"1500-1559",,"","",,"1642","",,,,,"1600-1659",1.00,"D",0.00,182.00,,,1.00,1210.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,9,4,2020-04-09,"G4",20368,"G4","","837",12265,1226505,32265,"IAG","Niagara Falls, NY","NY","36","New York",22,14112,1411206,33195,"PIE","St. Petersburg, FL","FL","12","Florida",33,"2006","",,,,,"2000-2059",,"","",,"2248","",,,,,"2200-2259",1.00,"D",0.00,162.00,,,1.00,1069.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,9,4,2020-04-09,"G4",20368,"G4","","626",14783,1478302,34783,"SGF","Springfield, MO","MO","29","Missouri",64,10466,1046602,30466,"AZA","Phoenix, AZ","AZ","04","Arizona",81,"1111","",,,,,"1100-1159",,"","",,"1201","",,,,,"1200-1259",1.00,"D",0.00,170.00,,,1.00,1066.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,13,1,2020-04-13,"G4",20368,"G4","","1463",12451,1245102,31136,"JAX","Jacksonville, FL","FL","12","Florida",33,14122,1412202,30198,"PIT","Pittsburgh, PA","PA","42","Pennsylvania",23,"1520","",,,,,"1500-1559",,"","",,"1714","",,,,,"1700-1759",1.00,"D",0.00,114.00,,,1.00,694.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,20,1,2020-04-20,"G4",20368,"G4","247NV","1682",14696,1469608,34696,"SBN","South Bend, IN","IN","18","Indiana",42,14082,1408202,34082,"PGD","Punta Gorda, FL","FL","12","Florida",33,"1054","1033",-21.00,0.00,0.00,-2,"1000-1059",9.00,"1042","1253",5.00,"1325","1258",-27.00,0.00,0.00,-2,"1300-1359",0.00,"",0.00,151.00,145.00,131.00,1.00,1049.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,30,4,2020-04-30,"G4",20368,"G4","","423",11697,1169706,32467,"FLL","Fort Lauderdale, FL","FL","12","Florida",33,15412,1541205,35412,"TYS","Knoxville, TN","TN","47","Tennessee",54,"1016","",,,,,"1000-1059",,"","",,"1214","",,,,,"1200-1259",1.00,"D",0.00,118.00,,,1.00,708.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,2,4,2020-04-02,"G4",20368,"G4","","778",14112,1411206,33195,"PIE","St. Petersburg, FL","FL","12","Florida",33,11003,1100303,31003,"CID","Cedar Rapids/Iowa City, IA","IA","19","Iowa",61,"0610","",,,,,"0600-0659",,"","",,"0757","",,,,,"0700-0759",1.00,"D",0.00,167.00,,,1.00,1090.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,2,4,2020-04-02,"G4",20368,"G4","","137",13244,1324402,33244,"MEM","Memphis, TN","TN","47","Tennessee",54,12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,"2005","",,,,,"2000-2059",,"","",,"2141","",,,,,"2100-2159",1.00,"D",0.00,216.00,,,1.00,1416.00,6,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,3,5,2020-04-03,"G4",20368,"G4","","2365",14761,1476107,34761,"SFB","Sanford, FL","FL","12","Florida",33,14259,1425902,34259,"PSM","Portsmouth, NH","NH","33","New Hampshire",14,"1530","",,,,,"1500-1559",,"","",,"1819","",,,,,"1800-1859",1.00,"D",0.00,169.00,,,1.00,1144.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,6,1,2020-04-06,"G4",20368,"G4","","1651",14082,1408202,34082,"PGD","Punta Gorda, FL","FL","12","Florida",33,11823,1182304,31823,"FWA","Fort Wayne, IN","IN","18","Indiana",42,"0610","",,,,,"0600-0659",,"","",,"0837","",,,,,"0800-0859",1.00,"D",0.00,147.00,,,1.00,986.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,10,5,2020-04-10,"G4",20368,"G4","","38",11775,1177502,31775,"FSD","Sioux Falls, SD","SD","46","South Dakota",67,12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,"2245","",,,,,"2200-2259",,"","",,"2335","",,,,,"2300-2359",1.00,"D",0.00,170.00,,,1.00,1104.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,17,5,2020-04-17,"G4",20368,"G4","","2001",14986,1498603,34986,"SRQ","Sarasota/Bradenton, FL","FL","12","Florida",33,10693,1069302,30693,"BNA","Nashville, TN","TN","47","Tennessee",54,"1816","",,,,,"1800-1859",,"","",,"1903","",,,,,"1900-1959",1.00,"D",0.00,107.00,,,1.00,648.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,1,3,2020-04-01,"G4",20368,"G4","","34",11637,1163703,31637,"FAR","Fargo, ND","ND","38","North Dakota",66,12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,"1352","",,,,,"1300-1359",,"","",,"1455","",,,,,"1400-1459",1.00,"D",0.00,183.00,,,1.00,1205.00,5,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,4,6,2020-04-04,"G4",20368,"G4","","296",14112,1411206,33195,"PIE","St. Petersburg, FL","FL","12","Florida",33,10135,1013506,30135,"ABE","Allentown/Bethlehem/Easton, PA","PA","42","Pennsylvania",23,"1613","",,,,,"1600-1659",,"","",,"1840","",,,,,"1800-1859",1.00,"D",0.00,147.00,,,1.00,970.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,30,4,2020-04-30,"G4",20368,"G4","","46",11980,1198002,31980,"GRI","Grand Island, NE","NE","31","Nebraska",65,12889,1288903,32211,"LAS","Las Vegas, NV","NV","32","Nevada",85,"1125","",,,,,"1100-1159",,"","",,"1155","",,,,,"1100-1159",1.00,"D",0.00,150.00,,,1.00,971.00,4,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,3,5,2020-04-03,"G4",20368,"G4","","2179",12544,1254404,32544,"USA","Concord, NC","NC","37","North Carolina",36,14761,1476107,34761,"SFB","Sanford, FL","FL","12","Florida",33,"2125","",,,,,"2100-2159",,"","",,"2252","",,,,,"2200-2259",1.00,"D",0.00,87.00,,,1.00,457.00,2,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,9,4,2020-04-09,"G4",20368,"G4","","891",15412,1541205,35412,"TYS","Knoxville, TN","TN","47","Tennessee",54,14112,1411206,33195,"PIE","St. Petersburg, FL","FL","12","Florida",33,"1441","",,,,,"1400-1459",,"","",,"1617","",,,,,"1600-1659",1.00,"D",0.00,96.00,,,1.00,550.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,12,7,2020-04-12,"G4",20368,"G4","","891",15412,1541205,35412,"TYS","Knoxville, TN","TN","47","Tennessee",54,14112,1411206,33195,"PIE","St. Petersburg, FL","FL","12","Florida",33,"1441","",,,,,"1400-1459",,"","",,"1617","",,,,,"1600-1659",1.00,"D",0.00,96.00,,,1.00,550.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,10,5,2020-04-10,"G4",20368,"G4","","2373",14761,1476107,34761,"SFB","Sanford, FL","FL","12","Florida",33,13983,1398305,33983,"OWB","Owensboro, KY","KY","21","Kentucky",52,"1857","",,,,,"1800-1859",,"","",,"1955","",,,,,"1900-1959",1.00,"D",0.00,118.00,,,1.00,706.00,3,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2020,2,4,13,1,2020-04-13,"G4",20368,"G4","254NV","1526",14259,1425902,34259,"PSM","Portsmouth, NH","NH","33","New Hampshire",14,14082,1408202,34082,"PGD","Punta Gorda, FL","FL","12","Florida",33,"1739","1856",77.00,77.00,1.00,5,"1700-1759",13.00,"1909","2220",4.00,"2056","2224",88.00,88.00,1.00,5,"2000-2059",0.00,"",0.00,197.00,208.00,191.00,1.00,1279.00,6,0.00,0.00,11.00,0.00,77.00,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
